1.2.131	0.274	0.155
1.2.132	0.284	0.151
1.2.133	0.294	0.147
1.2.134	0.304	0.144
1.2.135	0.314	0.141
1.2.136	0.324	0.139
1.2.137	0.335	0.137
1.2.138	0.345	0.135
1.2.139	0.355	0.134
1.2.140	0.365	0.132
1.2.141	0.375	0.131
1.2.142	0.385	0.130
1.2.143	0.395	0.130
1.2.144	0.405	0.129
1.2.145	0.415	0.128
1.2.146	0.425	0.128
1.2.147	0.435	0.127
1.2.148	0.446	0.127
1.2.149	0.456	0.126
1.2.150	0.466	0.126
1.2.151	0.476	0.126
1.2.152	0.486	0.125
1.2.153	0.496	0.125
1.2.154	0.506	0.125
1.2.155	0.516	0.124
1.2.156	0.526	0.124
1.2.157	0.537	0.124
1.2.158	0.547	0.123
1.2.159	0.557	0.123
1.2.160	0.567	0.123
1.2.161	0.577	0.123
1.2.162	0.587	0.123
1.2.163	0.598	0.122
1.2.164	0.608	0.122
1.2.165	0.618	0.122
1.2.166	0.628	0.122
1.2.167	0.638	0.122
1.2.168	0.648	0.121
1.2.169	0.658	0.121
1.2.170	0.669	0.121
1.2.171	0.679	0.121
1.2.172	0.689	0.121
1.2.173	0.699	0.121
1.2.174	0.709	0.121
1.2.175	0.719	0.121
1.2.176	0.730	0.121
1.2.177	0.740	0.120
1.2.178	0.750	0.120
1.2.179	0.760	0.120
1.2.180	0.770	0.120
1.2.181	0.780	0.120
1.2.182	0.791	0.120
1.2.183	0.801	0.120
1.2.184	0.811	0.120
1.2.185	0.821	0.120
1.2.186	0.831	0.120
1.2.187	0.842	0.120
1.2.188	0.852	0.120
1.2.189	0.862	0.120
1.2.190	0.872	0.120
1.2.191	0.882	0.120
1.2.192	0.893	0.120
1.2.193	0.903	0.120
1.2.194	0.913	0.120
1.2.195	0.923	0.120
1.2.196	0.933	0.120
1.2.197	0.944	0.120
1.2.198	0.954	0.120
1.2.199	0.964	0.120
1.2.200	0.974	0.120
1.2.201	0.984	0.120
1.2.202	0.995	0.120
1.2.203	1.005	0.120
1.2.204	1.015	0.120
1.2.205	1.025	0.120
1.2.206	1.036	0.120
1.2.207	1.046	0.120
1.2.208	1.057	0.120
1.2.209	1.067	0.120
1.2.210	1.077	0.120
1.2.211	1.087	0.120
1.2.212	1.097	0.120
1.2.213	1.107	0.120
1.2.214	1.117	0.120
1.2.215	1.127	0.120
1.2.216	1.137	0.120
1.2.217	1.147	0.120
1.2.218	1.157	0.120
1.2.219	1.167	0.120
1.2.220	1.177	0.120
1.2.221	1.188	0.120
1.2.222	1.198	0.120
1.2.223	1.208	0.120
1.2.224	1.218	0.120
1.2.225	1.228	0.120
1.2.226	1.238	0.121
1.2.227	1.248	0.121
1.2.228	1.258	0.121
1.2.229	1.268	0.121
1.2.230	1.278	0.121
1.2.231	1.288	0.121
1.2.232	1.298	0.121
1.2.233	1.308	0.121
1.2.234	1.319	0.121
1.2.235	1.329	0.121
1.2.236	1.340	0.121
1.2.237	1.350	0.121
1.2.238	1.360	0.121
1.2.239	1.370	0.121
1.2.240	1.381	0.122
1.2.241	1.391	0.122
1.2.242	1.401	0.122
1.2.243	1.411	0.122
1.2.244	1.421	0.122
1.2.245	1.432	0.122
1.2.246	1.442	0.122
1.2.247	1.452	0.122
1.2.248	1.462	0.122
1.2.249	1.472	0.122
1.2.250	1.483	0.122
1.2.251	1.493	0.123
1.2.252	1.503	0.123
1.2.253	1.513	0.123
1.2.254	1.524	0.123
1.2.255	1.534	0.123
1.2.256	1.544	0.123
1.2.257	1.554	0.123
1.2.258	1.564	0.123
1.2.259	1.574	0.123
1.2.260	1.585	0.123
1.2.261	1.595	0.124
1.2.262	1.605	0.124
1.2.263	1.615	0.124
1.2.264	1.625	0.124
1.2.265	1.636	0.124
1.2.266	1.646	0.124
1.2.267	1.656	0.124
1.2.268	1.666	0.124
1.2.269	1.676	0.124
1.2.270	1.686	0.125
1.2.271	1.696	0.125
1.2.272	1.707	0.125
1.2.273	1.717	0.125
1.2.274	1.727	0.125
1.2.275	1.737	0.125
1.2.276	1.747	0.125
1.2.277	1.757	0.125
1.2.278	1.768	0.126
1.2.279	1.778	0.126
1.2.280	1.788	0.126
1.2.281	1.798	0.126
1.2.282	1.808	0.126
1.2.283	1.818	0.126
1.2.284	1.828	0.126
1.2.285	1.838	0.127
1.2.286	1.849	0.127
1.2.287	1.859	0.127
1.2.288	1.869	0.127
1.2.289	1.879	0.127
1.2.290	1.889	0.127
1.2.291	1.899	0.127
1.2.292	1.909	0.128
1.2.293	1.919	0.128
1.2.294	1.929	0.128
1.2.295	1.939	0.128
1.2.296	1.949	0.128
1.2.297	1.960	0.128
1.2.298	1.970	0.128
1.2.299	1.980	0.129
1.2.300	1.990	0.129
1.2.301	2.000	0.129
1.2.302	2.010	0.129
1.2.303	2.020	0.129
1.2.304	2.030	0.129
1.2.305	2.040	0.130
1.2.306	2.050	0.130
1.2.307	2.060	0.131
1.2.308	2.070	0.133
1.2.309	2.080	0.135
1.2.310	2.090	0.137
1.2.311	2.100	0.139
1.2.312	2.110	0.142
1.2.313	2.120	0.145
1.2.314	2.130	0.148
1.2.315	2.140	0.152
1.2.316	2.150	0.157
1.2.317	2.160	0.162
1.2.318	2.170	0.167
1.2.319	2.180	0.174
1.2.320	2.190	0.181
1.2.321	2.200	0.188
1.2.322	2.210	0.197
1.2.323	2.220	0.207
1.2.324	2.229	0.217
1.2.325	2.237	0.227
1.2.326	2.244	0.237
1.2.327	2.250	0.247
1.2.328	2.255	0.257
1.2.329	2.259	0.267
1.2.330	2.264	0.277
1.2.331	2.267	0.287
1.2.332	2.270	0.297
1.2.333	2.273	0.307
1.2.334	2.275	0.317
1.2.335	2.277	0.327
1.2.336	2.278	0.338
1.2.337	2.279	0.348
1.2.338	2.280	0.358
1.2.339	2.281	0.368
1.2.340	2.281	0.378
1.2.341	2.281	0.388
1.2.342	2.281	0.398
1.2.343	2.281	0.408
1.2.344	2.281	0.418
1.2.345	2.281	0.428
1.2.346	2.281	0.438
1.2.347	2.281	0.448
1.2.348	2.281	0.459
1.2.349	2.281	0.469
1.2.350	2.281	0.479
1.2.351	2.281	0.489
1.2.352	2.281	0.499
1.2.353	2.281	0.509
1.2.354	2.281	0.519
1.2.355	2.281	0.529
1.2.356	2.281	0.539
1.2.357	2.281	0.550
1.2.358	2.281	0.560
1.2.359	2.281	0.570
1.2.360	2.281	0.580
1.2.361	2.281	0.590
1.2.362	2.281	0.600
1.2.363	2.281	0.610
1.2.364	2.281	0.620
1.2.365	2.281	0.631
1.2.366	2.281	0.641
1.2.367	2.281	0.651
1.2.368	2.281	0.661
1.2.369	2.281	0.671
1.2.370	2.281	0.681
1.2.371	2.281	0.691
1.2.372	2.281	0.701
1.2.373	2.281	0.712
1.2.374	2.281	0.722
1.2.375	2.281	0.732
1.2.376	2.281	0.742
1.2.377	2.280	0.752
1.2.378	2.280	0.762
1.2.379	2.280	0.772
1.2.380	2.280	0.783
1.2.381	2.280	0.793
1.2.382	2.280	0.803
1.2.383	2.280	0.813
1.2.384	2.280	0.823
1.2.385	2.280	0.833
1.2.386	2.280	0.843
1.2.387	2.280	0.853
1.2.388	2.280	0.863
1.2.389	2.280	0.873
1.2.390	2.280	0.884
1.2.391	2.279	0.894
1.2.392	2.279	0.904
1.2.393	2.279	0.914
1.2.394	2.279	0.924
1.2.395	2.279	0.934
1.2.396	2.279	0.944
1.2.397	2.279	0.954
1.2.398	2.279	0.964
1.2.399	2.279	0.974
1.2.400	2.279	0.985
1.2.401	2.279	0.995
1.2.402	2.278	1.005
1.2.403	2.278	1.015
1.2.404	2.278	1.025
1.2.405	2.278	1.035
1.2.406	2.278	1.045
1.2.407	2.278	1.056
1.2.408	2.278	1.066
1.2.409	2.278	1.076
1.2.410	2.278	1.086
1.2.411	2.278	1.096
1.2.412	2.278	1.106
1.2.413	2.277	1.116
1.2.414	2.277	1.126
1.2.415	2.277	1.136
1.2.416	2.277	1.146
1.2.417	2.277	1.157
1.2.418	2.277	1.167
1.2.419	2.277	1.177
1.2.420	2.277	1.187
1.2.421	2.277	1.197
1.2.422	2.276	1.207
1.2.423	2.276	1.217
1.2.424	2.276	1.227
1.2.425	2.276	1.237
1.2.426	2.276	1.247
1.2.427	2.276	1.258
1.2.428	2.276	1.268
1.2.429	2.276	1.278
1.2.430	2.275	1.288
1.2.431	2.275	1.298
1.2.432	2.275	1.308
1.2.433	2.275	1.318
1.2.434	2.275	1.328
1.2.435	2.275	1.338
1.2.436	2.275	1.348
1.2.437	2.275	1.358
1.2.438	2.274	1.368
1.2.439	2.274	1.378
1.2.440	2.274	1.388
1.2.441	2.274	1.398
1.2.442	2.274	1.408
1.2.443	2.274	1.418
1.2.444	2.273	1.429
1.2.445	2.273	1.439
1.2.446	2.273	1.449
1.2.447	2.272	1.459
1.2.448	2.271	1.469
1.2.449	2.270	1.479
1.2.450	2.268	1.489
1.2.451	2.266	1.499
1.2.452	2.264	1.509
1.2.453	2.261	1.519
1.2.454	2.258	1.529
1.2.455	2.254	1.539
1.2.456	2.250	1.549
1.2.457	2.246	1.559
1.2.458	2.241	1.569
1.2.459	2.235	1.579
1.2.460	2.228	1.589
1.2.461	2.221	1.599
1.2.462	2.212	1.609
1.2.463	2.203	1.619
1.2.464	2.193	1.628
1.2.465	2.182	1.635
1.2.466	2.172	1.642
1.2.467	2.162	1.648
1.2.468	2.152	1.653
1.2.469	2.142	1.657
1.2.470	2.132	1.661
1.2.471	2.122	1.664
1.2.472	2.112	1.667
1.2.473	2.102	1.669
1.2.474	2.092	1.671
1.2.475	2.082	1.672
1.2.476	2.072	1.673
1.2.477	2.062	1.674
1.2.478	2.052	1.675
1.2.479	2.042	1.675
1.2.480	2.031	1.675
1.2.481	2.021	1.675
1.2.482	2.011	1.675
1.2.483	2.001	1.675
1.2.484	1.991	1.674
1.2.485	1.981	1.674
1.2.486	1.971	1.674
1.2.487	1.961	1.674
1.2.488	1.951	1.674
1.2.489	1.941	1.674
1.2.490	1.930	1.674
1.2.491	1.920	1.674
1.2.492	1.910	1.674
1.2.493	1.900	1.674
1.2.494	1.890	1.674
1.2.495	1.880	1.674
1.2.496	1.869	1.674
1.2.497	1.859	1.674
1.2.498	1.849	1.674
1.2.499	1.839	1.674
1.2.500	1.829	1.674
1.2.501	1.819	1.674
1.2.502	1.809	1.674
1.2.503	1.799	1.674
1.2.504	1.788	1.674
1.2.505	1.778	1.674
1.2.506	1.768	1.674
1.2.507	1.758	1.674
1.2.508	1.748	1.674
1.2.509	1.738	1.674
1.2.510	1.728	1.674
1.2.511	1.717	1.674
1.2.512	1.707	1.674
1.2.513	1.697	1.674
1.2.514	1.687	1.674
1.2.515	1.677	1.674
1.2.516	1.667	1.674
1.2.517	1.656	1.674
1.2.518	1.646	1.674
1.2.519	1.636	1.674
1.2.520	1.626	1.674
1.2.521	1.616	1.674
1.2.522	1.605	1.674
1.2.523	1.595	1.674
1.2.524	1.585	1.674
1.2.525	1.575	1.674
1.2.526	1.564	1.674
1.2.527	1.554	1.675
1.2.528	1.544	1.675
1.2.529	1.534	1.675
1.2.530	1.523	1.675
1.2.531	1.513	1.675
1.2.532	1.503	1.675
1.2.533	1.493	1.675
1.2.534	1.483	1.675
1.2.535	1.472	1.675
1.2.536	1.462	1.675
1.2.537	1.452	1.675
1.2.538	1.442	1.675
1.2.539	1.432	1.675
1.2.540	1.421	1.675
1.2.541	1.411	1.675
1.2.542	1.401	1.675
1.2.543	1.390	1.675
1.2.544	1.380	1.675
1.2.545	1.370	1.675
1.2.546	1.360	1.675
1.2.547	1.350	1.675
1.2.548	1.340	1.675
1.2.549	1.330	1.675
1.2.550	1.320	1.675
1.2.551	1.309	1.675
1.2.552	1.299	1.675
1.2.553	1.289	1.675
1.2.554	1.279	1.675
1.2.555	1.269	1.675
1.2.556	1.259	1.675
1.2.557	1.249	1.675
1.2.558	1.239	1.675
1.2.559	1.229	1.675
1.2.560	1.218	1.675
1.2.561	1.208	1.675
1.2.562	1.198	1.675
1.2.563	1.188	1.675
1.2.564	1.178	1.675
1.2.565	1.168	1.675
1.2.566	1.158	1.675
1.2.567	1.148	1.675
1.2.568	1.137	1.675
1.2.569	1.127	1.675
1.2.570	1.117	1.676
1.2.571	1.107	1.676
1.2.572	1.097	1.676
1.2.573	1.087	1.676
1.2.574	1.077	1.676
1.2.575	1.067	1.676
1.2.576	1.056	1.676
1.2.577	1.046	1.676
1.2.578	1.036	1.676
1.2.579	1.025	1.676
1.2.580	1.015	1.676
1.2.581	1.005	1.676
1.2.582	0.994	1.676
1.2.583	0.984	1.676
1.2.584	0.974	1.676
1.2.585	0.964	1.676
1.2.586	0.954	1.676
1.2.587	0.944	1.676
1.2.588	0.934	1.676
1.2.589	0.923	1.676
1.2.590	0.913	1.676
1.2.591	0.903	1.676
1.2.592	0.892	1.676
1.2.593	0.882	1.676
1.2.594	0.872	1.676
1.2.595	0.862	1.676
1.2.596	0.852	1.676
1.2.597	0.841	1.676
1.2.598	0.831	1.676
1.2.599	0.821	1.676
1.2.600	0.811	1.676
1.2.601	0.801	1.676
1.2.602	0.791	1.676
1.2.603	0.780	1.676
1.2.604	0.770	1.677
1.2.605	0.760	1.677
1.2.606	0.750	1.677
1.2.607	0.740	1.677
1.2.608	0.729	1.677
1.2.609	0.719	1.677
1.2.610	0.709	1.677
1.2.611	0.699	1.677
1.2.612	0.688	1.677
1.2.613	0.678	1.677
1.2.614	0.668	1.677
1.2.615	0.658	1.677
1.2.616	0.648	1.677
1.2.617	0.638	1.677
1.2.618	0.628	1.677
1.2.619	0.617	1.677
1.2.620	0.607	1.677
1.2.621	0.597	1.677
1.2.622	0.587	1.677
1.2.623	0.576	1.677
1.2.624	0.566	1.677
1.2.625	0.556	1.677
1.2.626	0.546	1.677
1.2.627	0.536	1.677
1.2.628	0.526	1.677
1.2.629	0.515	1.677
1.2.630	0.505	1.677
1.2.631	0.495	1.677
1.2.632	0.485	1.677
1.2.633	0.475	1.677
1.2.634	0.465	1.678
1.2.635	0.455	1.678
1.2.636	0.445	1.678
1.2.637	0.435	1.678
1.2.638	0.425	1.678
1.2.639	0.414	1.678
1.2.640	0.404	1.678
1.2.641	0.394	1.678
1.2.642	0.384	1.678
1.2.643	0.374	1.678
1.2.644	0.364	1.678
1.2.645	0.354	1.677
1.2.646	0.344	1.676
1.2.647	0.334	1.674
1.2.648	0.324	1.672
1.2.649	0.314	1.670
1.2.650	0.304	1.668
1.2.651	0.294	1.665
1.2.652	0.284	1.662
1.2.653	0.274	1.658
1.2.654	0.264	1.654
1.2.655	0.254	1.650
1.2.656	0.244	1.645
1.2.657	0.234	1.640
1.2.658	0.224	1.634
1.2.659	0.214	1.627
1.2.660	0.204	1.620
1.2.661	0.194	1.611
1.2.662	0.184	1.602
1.2.663	0.175	1.592
1.2.664	0.167	1.581
1.2.665	0.160	1.571
1.2.666	0.154	1.561
1.2.667	0.148	1.551
1.2.668	0.144	1.541
1.2.669	0.140	1.531
1.2.670	0.137	1.521
1.2.671	0.134	1.511
1.2.672	0.132	1.501
1.2.673	0.130	1.491
1.2.674	0.129	1.481
1.2.675	0.128	1.471
1.2.676	0.127	1.461
1.2.677	0.127	1.451
